time,time_s,VCU_INV_Direction_Command,VCU_INV_Inverter_Discharge,VCU_INV_Inverter_Enable,VCU_INV_RollingCounter,VCU_INV_Speed_Command,VCU_INV_Speed_Mode_Enable,VCU_INV_Torque_Command,VCU_INV_Torque_Limit_Command
2026-08-22T22:21:30.690Z,2.954,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.699Z,2.963,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.704Z,2.968,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.718Z,2.982,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.727Z,2.991,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.746Z,3.01,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.758Z,3.022,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.766Z,3.03,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.768Z,3.032,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.780Z,3.044,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.786Z,3.05,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.801Z,3.065,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.812Z,3.076,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.817Z,3.081,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.831Z,3.095,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.841Z,3.105,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.845Z,3.109,0,0,0,1,0,0,0.0,0.0
2026-08-22T22:21:30.859Z,3.123,0,0,0,2,0,0,0.0,0.0
2026-08-22T22:21:30.866Z,3.13,0,0,0,3,0,0,0.0,0.0
2026-08-22T22:21:30.884Z,3.148,0,0,0,4,0,0,0.0,0.0
2026-08-22T22:21:30.897Z,3.161,0,0,0,5,0,0,0.0,0.0
2026-08-22T22:21:30.903Z,3.167,0,0,0,0,0,0,0.0,0.0
2026-08-22T22:21:30.904Z,3.168,0,0,0,1,0,0,0.0,0.0
